Titulo do Projeto;ID Issue;ID Pergunta;Titulo;Respondida;Respostas;Data da criação;Link;Tags
keras-team/keras;3;61292187;Keras functional model produces subclassing error;True;1;2020-04-18 13:04:43;https://stackoverflow.com/questions/61292187/keras-functional-model-produces-subclassing-error;python, keras, neural-network, tensorflow2.x;
keras-team/keras;3;61493605;Keras model containing EfficientNet submodel can&#39;t load_weights; VGG works fine;False;1;2020-04-29 00:13:58;https://stackoverflow.com/questions/61493605/keras-model-containing-efficientnet-submodel-cant-load-weights-vgg-works-fine;python, tensorflow, keras, valueerror, efficientnet;
keras-team/keras;3;61551592;Tensorflow fails to create Autograph out a working piece of code;True;1;2020-05-01 19:11:44;https://stackoverflow.com/questions/61551592/tensorflow-fails-to-create-autograph-out-a-working-piece-of-code;python-3.x, tensorflow, deep-learning, tensorflow2.0, tensorflow-layers;
keras-team/keras;3;62554299;Tensorflow 2.0: Pre-processing input data generated from ImageDataGenerator before putting to model.fit_generator;False;0;2020-06-24 08:45:26;https://stackoverflow.com/questions/62554299/tensorflow-2-0-pre-processing-input-data-generated-from-imagedatagenerator-befo;python, tensorflow, keras;
keras-team/keras;3;62617039;Output shape of keras.layers.Embedding;True;1;2020-06-27 21:51:23;https://stackoverflow.com/questions/62617039/output-shape-of-keras-layers-embedding;python, keras, keras-layer, flatten;
keras-team/keras;3;50513505;How to manipulate (constrain) the weights of the filter kernel in Conv2D in Keras?;True;1;2018-05-24 12:52:45;https://stackoverflow.com/questions/50513505/how-to-manipulate-constrain-the-weights-of-the-filter-kernel-in-conv2d-in-kera;python, tensorflow, filter, keras, constraints;
keras-team/keras;3;51692071;Data Augmentation hurts accuracy Keras;False;1;2018-08-05 03:52:06;https://stackoverflow.com/questions/51692071/data-augmentation-hurts-accuracy-keras;keras, deep-learning, transfer-learning, data-augmentation;
keras-team/keras;4;51652690;ImportError: cannot import name normalize_data_format;True;7;2018-08-02 08:38:22;https://stackoverflow.com/questions/51652690/importerror-cannot-import-name-normalize-data-format;python, tensorflow, github, keras, importerror;
keras-team/keras;4;60634289;Matix Exponential Layer (Custom: Keras in R);False;0;2020-03-11 07:49:54;https://stackoverflow.com/questions/60634289/matix-exponential-layer-custom-keras-in-r;r, tensorflow, keras, keras-layer;
keras-team/keras;4;58882929;Fine-Tune Universal Sentence Encoder Large with TF2;True;1;2019-11-15 15:42:29;https://stackoverflow.com/questions/58882929/fine-tune-universal-sentence-encoder-large-with-tf2;tensorflow2.0;
keras-team/keras;4;60634839;Using tf.hub.KerasLayer in TF 2.1 Functional API throws ValueError: Python inputs incompatible with input_signature:;True;1;2020-03-11 08:20:24;https://stackoverflow.com/questions/60634839/using-tf-hub-keraslayer-in-tf-2-1-functional-api-throws-valueerror-python-input;python, tensorflow, tensorflow-hub, tensorflow2.x;
keras-team/keras;4;56073362;How to create an autoencoder where each layer of encoder should represent the same as a layer of the decoder;True;1;2019-05-10 05:13:16;https://stackoverflow.com/questions/56073362/how-to-create-an-autoencoder-where-each-layer-of-encoder-should-represent-the-sa;keras, autoencoder, regularized;
keras-team/keras;4;54593663;Keras multi input model loss plummets, doesn&#39;t train;True;2;2019-02-08 10:39:45;https://stackoverflow.com/questions/54593663/keras-multi-input-model-loss-plummets-doesnt-train;python, keras;
keras-team/keras;4;48519317;CTC Loss not decreasing in Keras;False;0;2018-01-30 07:36:18;https://stackoverflow.com/questions/48519317/ctc-loss-not-decreasing-in-keras;python, deep-learning, keras, handwriting-recognition;
keras-team/keras;4;62617039;Output shape of keras.layers.Embedding;True;1;2020-06-27 21:51:23;https://stackoverflow.com/questions/62617039/output-shape-of-keras-layers-embedding;python, keras, keras-layer, flatten;
keras-team/keras;4;55185945;Any conda or pip operation give SSL Error in windows 10;True;1;2019-03-15 12:30:12;https://stackoverflow.com/questions/55185945/any-conda-or-pip-operation-give-ssl-error-in-windows-10;python, anaconda, conda;
keras-team/keras;4;61292187;Keras functional model produces subclassing error;True;1;2020-04-18 13:04:43;https://stackoverflow.com/questions/61292187/keras-functional-model-produces-subclassing-error;python, keras, neural-network, tensorflow2.x;
keras-team/keras;4;61551592;Tensorflow fails to create Autograph out a working piece of code;True;1;2020-05-01 19:11:44;https://stackoverflow.com/questions/61551592/tensorflow-fails-to-create-autograph-out-a-working-piece-of-code;python-3.x, tensorflow, deep-learning, tensorflow2.0, tensorflow-layers;
keras-team/keras;4;57005539;How to create a nested tensorflow structure?;False;0;2019-07-12 07:54:14;https://stackoverflow.com/questions/57005539/how-to-create-a-nested-tensorflow-structure;python, tensorflow, graph, keras;
keras-team/keras;4;53273828;Keras, GPU running out of memory;True;1;2018-11-13 01:29:04;https://stackoverflow.com/questions/53273828/keras-gpu-running-out-of-memory;amazon-web-services, tensorflow, keras, gpu;
keras-team/keras;4;49452731;Segmentation-free Handwritten Text Recognition with Keras;True;1;2018-03-23 12:04:06;https://stackoverflow.com/questions/49452731/segmentation-free-handwritten-text-recognition-with-keras;python, keras, ocr, rnn;
keras-team/keras;4;48764716;Testing weighted categorical cross entropy for multiple classes in keras with tensorflow backend;True;2;2018-02-13 07:36:32;https://stackoverflow.com/questions/48764716/testing-weighted-categorical-cross-entropy-for-multiple-classes-in-keras-with-te;python, tensorflow, keras-layer, keras-2;
keras-team/keras;4;63978855;How Tensorflow.js layers API knows the output size?;False;0;2020-09-20 09:14:06;https://stackoverflow.com/questions/63978855/how-tensorflow-js-layers-api-knows-the-output-size;javascript, tensorflow;
keras-team/keras;4;62216478;AttributeError: &#39;NoneType&#39; object has no attribute &#39;image_data_format&#39; with keras_applications ResNeXt50;False;0;2020-06-05 10:29:39;https://stackoverflow.com/questions/62216478/attributeerror-nonetype-object-has-no-attribute-image-data-format-with-kera;python-3.x, tensorflow, machine-learning, keras;
keras-team/keras;4;61639005;Everytime i try to train my logistic regression model it gives an error code;False;0;2020-05-06 12:26:04;https://stackoverflow.com/questions/61639005/everytime-i-try-to-train-my-logistic-regression-model-it-gives-an-error-code;python, tensorflow, machine-learning, logistic-regression;
keras-team/keras;4;60954241;Callback in tf.keras that saves my monitored values and lr when using ReduceLROnPlateau at each epoch in a separate .csv file;False;0;2020-03-31 12:29:30;https://stackoverflow.com/questions/60954241/callback-in-tf-keras-that-saves-my-monitored-values-and-lr-when-using-reducelron;tensorflow, machine-learning, keras, deep-learning, callback;
keras-team/keras;4;60451751;Python error with deep learning when using different test and train set;False;0;2020-02-28 09:29:44;https://stackoverflow.com/questions/60451751/python-error-with-deep-learning-when-using-different-test-and-train-set;python, keras;
keras-team/keras;4;60338016;Get an &quot;InvalidArgumentError: Incompatible shapes&quot; error but not clear why;False;0;2020-02-21 08:42:53;https://stackoverflow.com/questions/60338016/get-an-invalidargumenterror-incompatible-shapes-error-but-not-clear-why;python, keras, autoencoder;
keras-team/keras;4;60046004;tf.keras model.fit(): enormous difference between train loss and val loss on the same data;False;2;2020-02-03 16:34:59;https://stackoverflow.com/questions/60046004/tf-keras-model-fit-enormous-difference-between-train-loss-and-val-loss-on-the;tensorflow, keras, tensorflow2.0;
keras-team/keras;4;57283084;Keras Multi_GPU_Model: Slow like Molasses;False;1;2019-07-31 01:15:05;https://stackoverflow.com/questions/57283084/keras-multi-gpu-model-slow-like-molasses;python, tensorflow, keras, multi-gpu;
keras-team/keras;4;56141973;How to transfom decoder_target_data to the right shape for Model ouputs;True;1;2019-05-15 01:52:07;https://stackoverflow.com/questions/56141973/how-to-transfom-decoder-target-data-to-the-right-shape-for-model-ouputs;tensorflow, keras, python-3.6;
keras-team/keras;4;64646501;I have a UnicodeDecodeError;False;0;2020-11-02 10:28:58;https://stackoverflow.com/questions/64646501/i-have-a-unicodedecodeerror;python, python-unicode;
keras-team/keras;7;50468940;Tensorflow 1.8, tf.keras gives different result in DCGAN from Keras;False;0;2018-05-22 10:27:18;https://stackoverflow.com/questions/50468940/tensorflow-1-8-tf-keras-gives-different-result-in-dcgan-from-keras;tensorflow, keras;
keras-team/keras;7;58977110;How to build a custom docker image with Jupyter Notebook and Keras installed?;False;0;2019-11-21 11:20:33;https://stackoverflow.com/questions/58977110/how-to-build-a-custom-docker-image-with-jupyter-notebook-and-keras-installed;docker, jupyter-notebook, dockerfile, containers, conda;
keras-team/keras;7;60046004;tf.keras model.fit(): enormous difference between train loss and val loss on the same data;False;2;2020-02-03 16:34:59;https://stackoverflow.com/questions/60046004/tf-keras-model-fit-enormous-difference-between-train-loss-and-val-loss-on-the;tensorflow, keras, tensorflow2.0;
keras-team/keras;7;63978855;How Tensorflow.js layers API knows the output size?;False;0;2020-09-20 09:14:06;https://stackoverflow.com/questions/63978855/how-tensorflow-js-layers-api-knows-the-output-size;javascript, tensorflow;
keras-team/keras;7;64513888;ValueError on Keras Variational AutoEncoder - code example not working;False;0;2020-10-24 10:36:03;https://stackoverflow.com/questions/64513888/valueerror-on-keras-variational-autoencoder-code-example-not-working;python, tensorflow, keras, keras-layer, autoencoder;
keras-team/keras;7;53488870;SageMaker fails when using Multi-GPU with keras.utils.multi_gpu_model;True;2;2018-11-26 17:51:46;https://stackoverflow.com/questions/53488870/sagemaker-fails-when-using-multi-gpu-with-keras-utils-multi-gpu-model;tensorflow, keras, amazon-sagemaker;
keras-team/keras;7;51453506;conv_lstm.py example uses &#39;binary_crossentropy&#39; loss for regression. Why not using &#39;mean_squared_error&#39; instead?;True;1;2018-07-21 03:35:00;https://stackoverflow.com/questions/51453506/conv-lstm-py-example-uses-binary-crossentropy-loss-for-regression-why-not-usi;python, keras, conv-neural-network, lstm;
keras-team/keras;80;52228899;Keras, auc on validation set during training does not match with sklearn auc;True;1;2018-09-07 16:56:38;https://stackoverflow.com/questions/52228899/keras-auc-on-validation-set-during-training-does-not-match-with-sklearn-auc;tensorflow, scikit-learn, keras, roc, auc;
keras-team/keras;80;58933151;as_list() is not defined on an unknown TensorShape;True;1;2019-11-19 08:33:25;https://stackoverflow.com/questions/58933151/as-list-is-not-defined-on-an-unknown-tensorshape;python, tensorflow, machine-learning, tensorflow-datasets, tfrecord;
keras-team/keras;80;51657456;Keras mulilabel classification loss function: how to get accurate val_acc using binary crossentropy?;False;0;2018-08-02 12:36:14;https://stackoverflow.com/questions/51657456/keras-mulilabel-classification-loss-function-how-to-get-accurate-val-acc-using;python, tensorflow, keras;
keras-team/keras;80;56994610;ValueError: Error when checking input: expected dense_1_input to have shape (1, 224, 224) but got array with shape (224, 224, 1);True;1;2019-07-11 14:34:36;https://stackoverflow.com/questions/56994610/valueerror-error-when-checking-input-expected-dense-1-input-to-have-shape-1;python, keras, deep-learning;
keras-team/keras;80;50516541;Theano function memory not allocated in Keras example;False;1;2018-05-24 16:07:52;https://stackoverflow.com/questions/50516541/theano-function-memory-not-allocated-in-keras-example;python, keras, theano, handwriting-recognition;
keras-team/keras;80;49788549;Unwanted characters predicted instead of blank/no label in CNN-RNN-CTC network for Word Recognition;False;0;2018-04-12 02:19:21;https://stackoverflow.com/questions/49788549/unwanted-characters-predicted-instead-of-blank-no-label-in-cnn-rnn-ctc-network-f;python, deep-learning, keras, ocr;
keras-team/keras;80;64646501;I have a UnicodeDecodeError;False;0;2020-11-02 10:28:58;https://stackoverflow.com/questions/64646501/i-have-a-unicodedecodeerror;python, python-unicode;
keras-team/keras;81;58933151;as_list() is not defined on an unknown TensorShape;True;1;2019-11-19 08:33:25;https://stackoverflow.com/questions/58933151/as-list-is-not-defined-on-an-unknown-tensorshape;python, tensorflow, machine-learning, tensorflow-datasets, tfrecord;
keras-team/keras;81;50289628;Use keras in multiprocessing;True;2;2018-05-11 06:51:31;https://stackoverflow.com/questions/50289628/use-keras-in-multiprocessing;python, tensorflow, keras, multiprocessing;
pytorch/pytorch;41;43559536;multi-variable linear regression with pytorch;True;1;2017-04-22 10:00:22;https://stackoverflow.com/questions/43559536/multi-variable-linear-regression-with-pytorch;pytorch;
pytorch/pytorch;41;50408673;How to build an autograd-compatible Pytorch module that resizes tensors like images?;True;2;2018-05-18 06:57:13;https://stackoverflow.com/questions/50408673/how-to-build-an-autograd-compatible-pytorch-module-that-resizes-tensors-like-ima;python-3.x, image-resizing, pytorch, tensor, resize-image;
pytorch/pytorch;41;51140927;what is uninitialized data in pytorch.empty function;True;1;2018-07-02 14:18:50;https://stackoverflow.com/questions/51140927/what-is-uninitialized-data-in-pytorch-empty-function;python, multidimensional-array, memory-management, pytorch, tensor;
pytorch/pytorch;41;59493606;PyTorch and TensorFlow object detection - evaluate - object of type &lt;class &#39;numpy.float64&#39;&gt; cannot be safely interpreted as an integer;True;1;2019-12-26 18:24:25;https://stackoverflow.com/questions/59493606/pytorch-and-tensorflow-object-detection-evaluate-object-of-type-class-nump;python, pytorch;
pytorch/pytorch;41;52562352;PyTorch and CUDA driver;True;3;2018-09-28 17:37:28;https://stackoverflow.com/questions/52562352/pytorch-and-cuda-driver;python-3.x, pytorch;
pytorch/pytorch;41;58996451;Adapting Pytorch &quot;NLP from Scratch&quot; for bidirectional GRU;True;1;2019-11-22 11:37:08;https://stackoverflow.com/questions/58996451/adapting-pytorch-nlp-from-scratch-for-bidirectional-gru;python, deep-learning, nlp, pytorch, recurrent-neural-network;
pytorch/pytorch;41;59520705;Mask values in segmentation task are either 0 or 255. How do I resolve this?;True;1;2019-12-29 12:25:34;https://stackoverflow.com/questions/59520705/mask-values-in-segmentation-task-are-either-0-or-255-how-do-i-resolve-this;pytorch, mask, image-segmentation, fast-ai;
pytorch/pytorch;41;61847448;How to use TPUs with PyTorch?;True;1;2020-05-17 02:36:06;https://stackoverflow.com/questions/61847448/how-to-use-tpus-with-pytorch;python, pytorch, tpu;
pytorch/pytorch;41;54274089;RuntimeError: PyTorch does not currently provide packages for PyPI;True;2;2019-01-20 03:17:58;https://stackoverflow.com/questions/54274089/runtimeerror-pytorch-does-not-currently-provide-packages-for-pypi;python, pytorch, torch;
pytorch/pytorch;41;54451971;Cannot import opencv normally in Pycharm with conda env;False;0;2019-01-30 22:12:32;https://stackoverflow.com/questions/54451971/cannot-import-opencv-normally-in-pycharm-with-conda-env;python, opencv, pycharm, pytorch, importerror;
pytorch/pytorch;41;57357154;Cannot run Flask on Docker (ModuleNotFoundError);True;1;2019-08-05 07:55:17;https://stackoverflow.com/questions/57357154/cannot-run-flask-on-docker-modulenotfounderror;python, python-3.x, docker, flask, pytorch;
pytorch/pytorch;41;61359897;pygpu problem : DLL load failed: The specified procedure could not be found;False;1;2020-04-22 04:51:32;https://stackoverflow.com/questions/61359897/pygpu-problem-dll-load-failed-the-specified-procedure-could-not-be-found;python, deep-learning, conda, theano, lasagne;
pytorch/pytorch;41;49980801;PyTorch 3 reshaping error;True;1;2018-04-23 09:12:20;https://stackoverflow.com/questions/49980801/pytorch-3-reshaping-error;python, size, reshape, pytorch;
pytorch/pytorch;41;50689203;Missing Weight Vectors when converting from PyTorch to CoreML via ONNX;True;1;2018-06-04 18:46:11;https://stackoverflow.com/questions/50689203/missing-weight-vectors-when-converting-from-pytorch-to-coreml-via-onnx;pytorch, coreml, onnx, onnx-coreml;
pytorch/pytorch;41;53203986;Creating &quot;.t7&quot; torch file in python;False;0;2018-11-08 05:32:59;https://stackoverflow.com/questions/53203986/creating-t7-torch-file-in-python;python, lua, pytorch, torch;
pytorch/pytorch;41;55065964;sparse tensors do not have strides;False;0;2019-03-08 12:06:54;https://stackoverflow.com/questions/55065964/sparse-tensors-do-not-have-strides;machine-learning, deep-learning, pytorch;
pytorch/pytorch;41;59656306;How to use torch.utils.tensorboard&#39;s SummaryWriter add_graph with dictionary outputs?;False;0;2020-01-08 23:10:16;https://stackoverflow.com/questions/59656306/how-to-use-torch-utils-tensorboards-summarywriter-add-graph-with-dictionary-out;pytorch, tensorboard, graph-visualization;
pytorch/pytorch;41;60478862;How to avoid &quot;RuntimeError: error in LoadLibraryA&quot; for torch.cat?;True;2;2020-03-01 16:19:38;https://stackoverflow.com/questions/60478862/how-to-avoid-runtimeerror-error-in-loadlibrarya-for-torch-cat;python, windows, pytorch;
pytorch/pytorch;41;62174141;How to balance the generator and the discriminator performances in a GAN?;True;1;2020-06-03 10:33:31;https://stackoverflow.com/questions/62174141/how-to-balance-the-generator-and-the-discriminator-performances-in-a-gan;python, machine-learning, deep-learning, pytorch, generative-adversarial-network;
pytorch/pytorch;41;62420192;How to divide Resnet50 model to two parts and then train data in order in pytorch?;False;0;2020-06-16 22:41:11;https://stackoverflow.com/questions/62420192/how-to-divide-resnet50-model-to-two-parts-and-then-train-data-in-order-in-pytorc;python, deep-learning, computer-vision, pytorch;
pytorch/pytorch;41;62420902;Pytorch vsion size mismatch, m1;True;2;2020-06-17 00:15:52;https://stackoverflow.com/questions/62420902/pytorch-vsion-size-mismatch-m1;python, pytorch;
pytorch/pytorch;41;63776219;Compare the efficiency of the data loading methods in deep learning;True;1;2020-09-07 07:56:32;https://stackoverflow.com/questions/63776219/compare-the-efficiency-of-the-data-loading-methods-in-deep-learning;deep-learning, pytorch, numpy-memmap;
pytorch/pytorch;41;63837617;Error importing cv2: &#39;libSM.so.6: cannot open shared object file: No such file or directory&#39;;True;1;2020-09-10 18:00:33;https://stackoverflow.com/questions/63837617/error-importing-cv2-libsm-so-6-cannot-open-shared-object-file-no-such-file-o;python, django, opencv, amazon-elastic-beanstalk, python-import;
pytorch/pytorch;41;63895281;can&#39;t open new notebook with particular kernel;False;0;2020-09-15 01:49:17;https://stackoverflow.com/questions/63895281/cant-open-new-notebook-with-particular-kernel;jupyter-notebook, anaconda;
pytorch/pytorch;41;47373421;From 2D to 3D using convolutional autoencoder;True;1;2017-11-19 00:26:05;https://stackoverflow.com/questions/47373421/from-2d-to-3d-using-convolutional-autoencoder;python, machine-learning, deep-learning, pytorch, autoencoder;
pytorch/pytorch;41;52615296;PyCharm won&#39;t install PyTorch - Building wheel failed;False;2;2018-10-02 16:41:00;https://stackoverflow.com/questions/52615296/pycharm-wont-install-pytorch-building-wheel-failed;python-3.x, pip, pycharm, pytorch;
pytorch/pytorch;41;61519739;Python 3.7 and visdom error：unsupported operand type(s) for +: &#39;NoneType&#39; and &#39;str&#39;;False;0;2020-04-30 06:05:51;https://stackoverflow.com/questions/61519739/python-3-7-and-visdom-error-unsupported-operand-types-for-nonetype-and-s;python, visdom;
pytorch/pytorch;41;62395921;Tensorflow CNN shape mismatch;False;1;2020-06-15 16:51:51;https://stackoverflow.com/questions/62395921/tensorflow-cnn-shape-mismatch;deep-learning, data-science, torch, cnn;
pytorch/pytorch;41;62396359;Size mismatch error in converting TensorFlow model to Pytorch;True;1;2020-06-15 17:22:58;https://stackoverflow.com/questions/62396359/size-mismatch-error-in-converting-tensorflow-model-to-pytorch;python, pytorch;
pytorch/pytorch;41;63066423;Neural Machine Translation: IndexError: dimension specified as 0 but tensor has no dimensions;False;0;2020-07-24 00:38:29;https://stackoverflow.com/questions/63066423/neural-machine-translation-indexerror-dimension-specified-as-0-but-tensor-has;python, tensorflow, machine-learning, neural-network, tensor;
pytorch/pytorch;42;54264338;Why does PyTorch not find my NVDIA drivers for CUDA support?;False;2;2019-01-19 02:30:13;https://stackoverflow.com/questions/54264338/why-does-pytorch-not-find-my-nvdia-drivers-for-cuda-support;python, anaconda, pytorch;
pytorch/pytorch;42;43559536;multi-variable linear regression with pytorch;True;1;2017-04-22 10:00:22;https://stackoverflow.com/questions/43559536/multi-variable-linear-regression-with-pytorch;pytorch;
pytorch/pytorch;42;50408673;How to build an autograd-compatible Pytorch module that resizes tensors like images?;True;2;2018-05-18 06:57:13;https://stackoverflow.com/questions/50408673/how-to-build-an-autograd-compatible-pytorch-module-that-resizes-tensors-like-ima;python-3.x, image-resizing, pytorch, tensor, resize-image;
pytorch/pytorch;42;59520620;Creating LSTM model with pytorch;True;1;2019-12-29 12:14:48;https://stackoverflow.com/questions/59520620/creating-lstm-model-with-pytorch;deep-learning, pytorch, lstm, recurrent-neural-network;
pytorch/pytorch;42;59520705;Mask values in segmentation task are either 0 or 255. How do I resolve this?;True;1;2019-12-29 12:25:34;https://stackoverflow.com/questions/59520705/mask-values-in-segmentation-task-are-either-0-or-255-how-do-i-resolve-this;pytorch, mask, image-segmentation, fast-ai;
pytorch/pytorch;42;58996451;Adapting Pytorch &quot;NLP from Scratch&quot; for bidirectional GRU;True;1;2019-11-22 11:37:08;https://stackoverflow.com/questions/58996451/adapting-pytorch-nlp-from-scratch-for-bidirectional-gru;python, deep-learning, nlp, pytorch, recurrent-neural-network;
pytorch/pytorch;42;61847448;How to use TPUs with PyTorch?;True;1;2020-05-17 02:36:06;https://stackoverflow.com/questions/61847448/how-to-use-tpus-with-pytorch;python, pytorch, tpu;
pytorch/pytorch;42;54571377;How to create a custom PyTorch dataset when the order and the total number of training samples is not known in advance?;True;1;2019-02-07 07:36:06;https://stackoverflow.com/questions/54571377/how-to-create-a-custom-pytorch-dataset-when-the-order-and-the-total-number-of-tr;deep-learning, pytorch;
pytorch/pytorch;42;63275709;RuntimeError: Expected 4-dimensional input for 4-dimensional weight 128 256, but got 2-dimensional input of size [32, 128] instead;True;1;2020-08-05 22:43:08;https://stackoverflow.com/questions/63275709/runtimeerror-expected-4-dimensional-input-for-4-dimensional-weight-128-256-but;pytorch, dimensions, generative-adversarial-network;
pytorch/pytorch;42;59195071;Weight Initialization from pretrained BERT error in pytorch;False;0;2019-12-05 09:21:18;https://stackoverflow.com/questions/59195071/weight-initialization-from-pretrained-bert-error-in-pytorch;nlp, pytorch, multilabel-classification, pre-trained-model, spacy-pytorch-transformers;
pytorch/pytorch;42;56864159;PyTorch batch Size suddenly reduced after n epochs;True;1;2019-07-03 03:29:39;https://stackoverflow.com/questions/56864159/pytorch-batch-size-suddenly-reduced-after-n-epochs;machine-learning, deep-learning, pytorch;
pytorch/pytorch;42;62174141;How to balance the generator and the discriminator performances in a GAN?;True;1;2020-06-03 10:33:31;https://stackoverflow.com/questions/62174141/how-to-balance-the-generator-and-the-discriminator-performances-in-a-gan;python, machine-learning, deep-learning, pytorch, generative-adversarial-network;
pytorch/pytorch;42;63837617;Error importing cv2: &#39;libSM.so.6: cannot open shared object file: No such file or directory&#39;;True;1;2020-09-10 18:00:33;https://stackoverflow.com/questions/63837617/error-importing-cv2-libsm-so-6-cannot-open-shared-object-file-no-such-file-o;python, django, opencv, amazon-elastic-beanstalk, python-import;
pytorch/pytorch;42;55065964;sparse tensors do not have strides;False;0;2019-03-08 12:06:54;https://stackoverflow.com/questions/55065964/sparse-tensors-do-not-have-strides;machine-learning, deep-learning, pytorch;
pytorch/pytorch;42;59656306;How to use torch.utils.tensorboard&#39;s SummaryWriter add_graph with dictionary outputs?;False;0;2020-01-08 23:10:16;https://stackoverflow.com/questions/59656306/how-to-use-torch-utils-tensorboards-summarywriter-add-graph-with-dictionary-out;pytorch, tensorboard, graph-visualization;
pytorch/pytorch;42;50689203;Missing Weight Vectors when converting from PyTorch to CoreML via ONNX;True;1;2018-06-04 18:46:11;https://stackoverflow.com/questions/50689203/missing-weight-vectors-when-converting-from-pytorch-to-coreml-via-onnx;pytorch, coreml, onnx, onnx-coreml;
pytorch/pytorch;42;62933605;Tensorboard refuses to show logs;False;0;2020-07-16 08:22:34;https://stackoverflow.com/questions/62933605/tensorboard-refuses-to-show-logs;python, tensorboard;
pytorch/pytorch;42;61968540;ret = torch._C._nn.nll_loss(input, target, weight, _Reduction.get_enum(reduction), ignore_index) throws IndexError: Target 42 is out of bounds;True;1;2020-05-23 03:57:26;https://stackoverflow.com/questions/61968540/ret-torch-c-nn-nll-lossinput-target-weight-reduction-get-enumreduction;python, numpy, tensorflow, pytorch;
pytorch/pytorch;42;60355127;Removing last 2 layers from a BERT classifier results in &quot; &#39;tuple&#39; object has no attribute &#39;dim&#39; &quot; error. Why?;False;0;2020-02-22 14:59:10;https://stackoverflow.com/questions/60355127/removing-last-2-layers-from-a-bert-classifier-results-in-tuple-object-has-no;keras, pytorch, tf.keras, huggingface-transformers;
pytorch/pytorch;42;59529339;TypeError: Cannot handle this data type;True;1;2019-12-30 07:32:47;https://stackoverflow.com/questions/59529339/typeerror-cannot-handle-this-data-type;python, image-processing, pytorch, torchvision, dataloader;
pytorch/pytorch;42;57891759;Code example in Hugging Face Pytorch-Transformers quickstart documentation;False;0;2019-09-11 11:51:08;https://stackoverflow.com/questions/57891759/code-example-in-hugging-face-pytorch-transformers-quickstart-documentation;python, nlp, pytorch, huggingface-transformers;
pytorch/pytorch;42;56086706;How to solve the OSError while Importing torch in Python;False;1;2019-05-10 23:30:42;https://stackoverflow.com/questions/56086706/how-to-solve-the-oserror-while-importing-torch-in-python;python-3.x, visual-studio-code, anaconda, pytorch;
pytorch/pytorch;42;52891649;ImportError: .../detectron/utils/cython_nms.so: undefined symbol: PyFPE_jbuf, Detectron, Caffe2, Anaconda, Cython;True;2;2018-10-19 08:40:47;https://stackoverflow.com/questions/52891649/importerror-detectron-utils-cython-nms-so-undefined-symbol-pyfpe-jbuf-de;python-2.7, cython, caffe2;
pytorch/pytorch;42;51461970;PyTorch Tensors of Inputs and Labels in LSTM;True;1;2018-07-22 01:11:35;https://stackoverflow.com/questions/51461970/pytorch-tensors-of-inputs-and-labels-in-lstm;lstm, pytorch;
pytorch/pytorch;42;48367732;Input size mismatch error when using pre-trained inceptionV3 model for image classification;False;0;2018-01-21 11:15:22;https://stackoverflow.com/questions/48367732/input-size-mismatch-error-when-using-pre-trained-inceptionv3-model-for-image-cla;computer-vision, deep-learning, pytorch;
pytorch/pytorch;42;63066423;Neural Machine Translation: IndexError: dimension specified as 0 but tensor has no dimensions;False;0;2020-07-24 00:38:29;https://stackoverflow.com/questions/63066423/neural-machine-translation-indexerror-dimension-specified-as-0-but-tensor-has;python, tensorflow, machine-learning, neural-network, tensor;
pytorch/pytorch;42;63919315;Cannot iterate through Pytorch Dataloader . Unequal tensor;False;0;2020-09-16 08:42:04;https://stackoverflow.com/questions/63919315/cannot-iterate-through-pytorch-dataloader-unequal-tensor;python, pytorch, dataloader;
pytorch/pytorch;42;63710488;Installation of GANet;False;0;2020-09-02 14:14:31;https://stackoverflow.com/questions/63710488/installation-of-ganet;python, neural-network, pytorch, torch;
pytorch/pytorch;42;56983541;Facing issue while converting YOLOV3 Pytorch model to coreml to be in IOS App using ONNX;False;1;2019-07-11 04:12:32;https://stackoverflow.com/questions/56983541/facing-issue-while-converting-yolov3-pytorch-model-to-coreml-to-be-in-ios-app-us;machine-learning, pytorch, yolo, onnx, onnx-coreml;
pytorch/pytorch;42;56817007;Why doesn&#39;t setting `random.seed(42)` give me identical results in pytorch?;False;2;2019-06-29 07:59:59;https://stackoverflow.com/questions/56817007/why-doesnt-setting-random-seed42-give-me-identical-results-in-pytorch;python, numpy, pytorch, random-seed;
pytorch/pytorch;43;43559536;multi-variable linear regression with pytorch;True;1;2017-04-22 10:00:22;https://stackoverflow.com/questions/43559536/multi-variable-linear-regression-with-pytorch;pytorch;
pytorch/pytorch;43;51140927;what is uninitialized data in pytorch.empty function;True;1;2018-07-02 14:18:50;https://stackoverflow.com/questions/51140927/what-is-uninitialized-data-in-pytorch-empty-function;python, multidimensional-array, memory-management, pytorch, tensor;
pytorch/pytorch;43;59520705;Mask values in segmentation task are either 0 or 255. How do I resolve this?;True;1;2019-12-29 12:25:34;https://stackoverflow.com/questions/59520705/mask-values-in-segmentation-task-are-either-0-or-255-how-do-i-resolve-this;pytorch, mask, image-segmentation, fast-ai;
pytorch/pytorch;43;58996451;Adapting Pytorch &quot;NLP from Scratch&quot; for bidirectional GRU;True;1;2019-11-22 11:37:08;https://stackoverflow.com/questions/58996451/adapting-pytorch-nlp-from-scratch-for-bidirectional-gru;python, deep-learning, nlp, pytorch, recurrent-neural-network;
